"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jackson-mapper-asl-1.9.2.jar,/src/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.2/jackson-mapper-asl-1.9.2.jar,Data Mapper package is a high-performance data binding package built on Jackson JSON processor,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",246dc2edd781021dce648e59dc839d85,95400a7922ce75383866eb72f6ef4a7897923945,pkg:maven/org.codehaus.jackson/jackson-mapper-asl@1.9.2,cpe:2.3:a:fasterxml:jackson-mapper-asl:1.9.2:*:*:*:*:*:*:*,CVE-2019-10172,CWE-611 Improper Restriction of XML External Entity Reference ('XXE'),A flaw was found in org.codehaus.jackson:jackson-mapper-asl:1.9.x libraries. XML external entity vulnerabilities similar CVE-2016-3720 also affects codehaus jackson-mapper-asl libraries but in different classes.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jackson-mapper-asl-1.9.2.jar,/src/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.2/jackson-mapper-asl-1.9.2.jar,Data Mapper package is a high-performance data binding package built on Jackson JSON processor,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",246dc2edd781021dce648e59dc839d85,95400a7922ce75383866eb72f6ef4a7897923945,pkg:maven/org.codehaus.jackson/jackson-mapper-asl@1.9.2,cpe:2.3:a:fasterxml:jackson-mapper-asl:1.9.2:*:*:*:*:*:*:*,CVE-2019-14540,"",A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariConfig.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jackson-mapper-asl-1.9.2.jar,/src/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.2/jackson-mapper-asl-1.9.2.jar,Data Mapper package is a high-performance data binding package built on Jackson JSON processor,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",246dc2edd781021dce648e59dc839d85,95400a7922ce75383866eb72f6ef4a7897923945,pkg:maven/org.codehaus.jackson/jackson-mapper-asl@1.9.2,cpe:2.3:a:fasterxml:jackson-mapper-asl:1.9.2:*:*:*:*:*:*:*,CVE-2019-14893,"","A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jackson-mapper-asl-1.9.2.jar,/src/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.2/jackson-mapper-asl-1.9.2.jar,Data Mapper package is a high-performance data binding package built on Jackson JSON processor,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",246dc2edd781021dce648e59dc839d85,95400a7922ce75383866eb72f6ef4a7897923945,pkg:maven/org.codehaus.jackson/jackson-mapper-asl@1.9.2,cpe:2.3:a:fasterxml:jackson-mapper-asl:1.9.2:*:*:*:*:*:*:*,CVE-2019-16335,"",A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariDataSource. This is a different vulnerability than CVE-2019-14540.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jackson-mapper-asl-1.9.2.jar,/src/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.2/jackson-mapper-asl-1.9.2.jar,Data Mapper package is a high-performance data binding package built on Jackson JSON processor,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",246dc2edd781021dce648e59dc839d85,95400a7922ce75383866eb72f6ef4a7897923945,pkg:maven/org.codehaus.jackson/jackson-mapper-asl@1.9.2,cpe:2.3:a:fasterxml:jackson-mapper-asl:1.9.2:*:*:*:*:*:*:*,CVE-2019-17267,"",A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to net.sf.ehcache.hibernate.EhcacheJtaTransactionManagerLookup.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jbcrypt-0.3m.jar,/src/.m2/repository/org/mindrot/jbcrypt/0.3m/jbcrypt-0.3m.jar,"jBCrypt is a Java implementation of OpenBSD's Blowfish password hashing code, as described in A Future-Adaptable Password Scheme by Niels Provos and David Mazières, by Damien Miller.",ISC/BSD License,5cc2288708d15dd43bc8681f5b5541b0,fe2d9c5f23767d681a7e38fc8986b812400ec583,pkg:maven/org.mindrot/jbcrypt@0.3m,cpe:2.3:a:mindrot:jbcrypt:0.3m:*:*:*:*:*:*:*,CVE-2015-0886,CWE-190 Integer Overflow or Wraparound,Integer overflow in the crypt_raw method in the key-stretching implementation in jBCrypt before 0.4 makes it easier for remote attackers to determine cleartext values of password hashes via a brute-force attack against hashes associated with the maximum exponent.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,"","","",HIGH,24
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",jdom-1.1.jar,/src/.m2/repository/org/jdom/jdom/1.1/jdom-1.1.jar,"JDOM is, quite simply, a Java representation of an XML document. JDOM provides a way to represent that document for     easy and efficient reading, manipulation, and writing. It has a straightforward API, is a lightweight and fast, and     is optimized for the Java programmer. It's an alternative to DOM and SAX, although it integrates well with both DOM     and SAX.","",adf67fc5dcf48e1593640ad7e02f6ad4,1d04c0f321ea337f3661cf7ede8f4c6f653a8fdd,pkg:maven/org.jdom/jdom@1.1,cpe:2.3:a:jdom:jdom:1.1:*:*:*:*:*:*:*,CVE-2021-33813,CWE-611 Improper Restriction of XML External Entity Reference ('XXE'),An XXE issue in SAXBuilder in JDOM through 2.0.6 allows attackers to cause a denial of service via a crafted HTTP request.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,50
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",json-smart-2.2.1.jar,/src/.m2/repository/net/minidev/json-smart/2.2.1/json-smart-2.2.1.jar,"JSON (JavaScript Object Notation) is a lightweight data-interchange format. It is easy for humans to read and write. It is easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language, Standard ECMA-262 3rd Edition - December 1999. JSON is a text format that is completely language independent but uses conventions that are familiar to programmers of the C-family of languages, including C, C++, C#, Java, JavaScript, Perl, Python, and many others. These properties make JSON an ideal data-interchange language.","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",4c82c537eb0ba92adad494283711cc11,5b9e5df7a62d1279b70dc882b041d249c4f0b002,pkg:maven/net.minidev/json-smart@2.2.1,"cpe:2.3:a:json-smart_project:json-smart-v2:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:json_smart_project:json_smart:2.2.1:*:*:*:*:*:*:*",CVE-2021-27568,CWE-754 Improper Check for Unusual or Exceptional Conditions,"An issue was discovered in netplex json-smart-v1 through 2015-10-23 and json-smart-v2 through 2.4. An exception is thrown from a function, but it is not caught, as demonstrated by NumberFormatException. When it is not caught, it may cause programs using the library to crash or expose sensitive information.",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:N/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,HIGH,32
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",junit-4.12.jar,/src/.m2/repository/junit/junit/4.12/junit-4.12.jar,"JUnit is a unit testing framework for Java, created by Erich Gamma and Kent Beck.",Eclipse Public License 1.0: http://www.eclipse.org/legal/epl-v10.html,5b38c40c97fbd0adee29f91e60405584,2973d150c0dc1fefe998f834810d68f278ea58ec,pkg:maven/junit/junit@4.12,cpe:2.3:a:junit:junit4:4.12:*:*:*:*:*:*:*,CVE-2020-15250,CWE-200 Information Exposure,"In JUnit4 from version 4.7 and before 4.13.1, the test rule TemporaryFolder contains a local information disclosure vulnerability. On Unix like systems, the system's temporary directory is shared between all users on that system. Because of this, when files and directories are written into this directory they are, by default, readable by other users on that same system. This vulnerability does not allow other users to overwrite the contents of these directories or files. This is purely an information disclosure vulnerability. This vulnerability impacts you if the JUnit tests write sensitive information, like API keys or passwords, into the temporary folder, and the JUnit tests execute in an environment where the OS has other untrusted users. Because certain JDK file system APIs were only added in JDK 1.7, this this fix is dependent upon the version of the JDK you are using. For Java 1.7 and higher users: this vulnerability is fixed in 4.13.1. For Java 1.6 and lower users: no patch is available, you must use the workaround below. If you are unable to patch, or are stuck running on Java 1.6, specifying the `java.io.tmpdir` system environment variable to a directory that is exclusively owned by the executing user will fix this vulnerability. For more information, including an example of vulnerable code, see the referenced GitHub Security Advisory.",NVD,LOW,1.9,/AV:L/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,HIGH,24
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",libthrift-0.9.2.jar,/src/.m2/repository/org/apache/thrift/libthrift/0.9.2/libthrift-0.9.2.jar,Thrift is a software framework for scalable cross-language services development.,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b64b790809d149a0d18fdeb18f91d0ad,9b067e2e2c5291e9f0d8b3561b1654286e6d81ee,pkg:maven/org.apache.thrift/libthrift@0.9.2,cpe:2.3:a:apache:thrift:0.9.2:*:*:*:*:*:*:*,CVE-2015-3254,CWE-20 Improper Input Validation,The client libraries in Apache Thrift before 0.9.3 might allow remote authenticated users to cause a denial of service (infinite recursion) via vectors involving the skip function.,NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",libthrift-0.9.2.jar,/src/.m2/repository/org/apache/thrift/libthrift/0.9.2/libthrift-0.9.2.jar,Thrift is a software framework for scalable cross-language services development.,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b64b790809d149a0d18fdeb18f91d0ad,9b067e2e2c5291e9f0d8b3561b1654286e6d81ee,pkg:maven/org.apache.thrift/libthrift@0.9.2,cpe:2.3:a:apache:thrift:0.9.2:*:*:*:*:*:*:*,CVE-2016-5397,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),"The Apache Thrift Go client library exposed the potential during code generation for command injection due to using an external formatting tool. Affected Apache Thrift 0.9.3 and older, Fixed in Apache Thrift 0.10.0.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",libthrift-0.9.2.jar,/src/.m2/repository/org/apache/thrift/libthrift/0.9.2/libthrift-0.9.2.jar,Thrift is a software framework for scalable cross-language services development.,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b64b790809d149a0d18fdeb18f91d0ad,9b067e2e2c5291e9f0d8b3561b1654286e6d81ee,pkg:maven/org.apache.thrift/libthrift@0.9.2,cpe:2.3:a:apache:thrift:0.9.2:*:*:*:*:*:*:*,CVE-2018-11798,CWE-538 File and Directory Information Exposure,The Apache Thrift Node.js static web server in versions 0.9.2 through 0.11.0 have been determined to contain a security vulnerability in which a remote user has the ability to access files outside the set webservers docroot path.,NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",libthrift-0.9.2.jar,/src/.m2/repository/org/apache/thrift/libthrift/0.9.2/libthrift-0.9.2.jar,Thrift is a software framework for scalable cross-language services development.,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b64b790809d149a0d18fdeb18f91d0ad,9b067e2e2c5291e9f0d8b3561b1654286e6d81ee,pkg:maven/org.apache.thrift/libthrift@0.9.2,cpe:2.3:a:apache:thrift:0.9.2:*:*:*:*:*:*:*,CVE-2018-1320,CWE-295 Improper Certificate Validation,Apache Thrift Java client library versions 0.5.0 through 0.11.0 can bypass SASL negotiation isComplete validation in the org.apache.thrift.transport.TSaslTransport class. An assert used to determine if the SASL handshake had successfully completed could be disabled in production settings making the validation incomplete.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",libthrift-0.9.2.jar,/src/.m2/repository/org/apache/thrift/libthrift/0.9.2/libthrift-0.9.2.jar,Thrift is a software framework for scalable cross-language services development.,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b64b790809d149a0d18fdeb18f91d0ad,9b067e2e2c5291e9f0d8b3561b1654286e6d81ee,pkg:maven/org.apache.thrift/libthrift@0.9.2,cpe:2.3:a:apache:thrift:0.9.2:*:*:*:*:*:*:*,CVE-2019-0205,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),"In Apache Thrift all versions up to and including 0.12.0, a server or client may run into an endless loop when feed with specific input data. Because the issue had already been partially fixed in version 0.11.0, depending on the installed version it affects only certain language bindings.",NVD,HIGH,7.8,/AV:N/AC:L/Au:N/C:N/I:N/A:C,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,23
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",log4j-1.2.12.jar,/src/.m2/repository/log4j/log4j/1.2.12/log4j-1.2.12.jar,"","",223504f742addd3f631ed8bdf689f1c9,057b8740427ee6d7b0b60792751356cad17dc0d9,pkg:maven/log4j/log4j@1.2.12,cpe:2.3:a:apache:log4j:1.2.12:*:*:*:*:*:*:*,CVE-2019-17571,CWE-502 Deserialization of Untrusted Data,Included in Log4j 1.2 is a SocketServer class that is vulnerable to deserialization of untrusted data which can be exploited to remotely execute arbitrary code when combined with a deserialization gadget when listening to untrusted network traffic for log data. This affects Log4j versions up to 1.2 up to 1.2.17.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,14
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",log4j-1.2.12.jar,/src/.m2/repository/log4j/log4j/1.2.12/log4j-1.2.12.jar,"","",223504f742addd3f631ed8bdf689f1c9,057b8740427ee6d7b0b60792751356cad17dc0d9,pkg:maven/log4j/log4j@1.2.12,cpe:2.3:a:apache:log4j:1.2.12:*:*:*:*:*:*:*,CVE-2020-9488,CWE-295 Improper Certificate Validation,Improper validation of certificate with host mismatch in Apache Log4j SMTP appender. This could allow an SMTPS connection to be intercepted by a man-in-the-middle attack which could leak any log messages sent through that appender.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,14
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",log4j-1.2.17.jar,/src/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar,Apache Log4j 1.2,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",04a41f0a068986f0f73485cf507c0f40,5af35056b4d257e4b64b9e8069c0746e8b08629f,pkg:maven/log4j/log4j@1.2.17,cpe:2.3:a:apache:log4j:1.2.17:*:*:*:*:*:*:*,CVE-2019-17571,CWE-502 Deserialization of Untrusted Data,Included in Log4j 1.2 is a SocketServer class that is vulnerable to deserialization of untrusted data which can be exploited to remotely execute arbitrary code when combined with a deserialization gadget when listening to untrusted network traffic for log data. This affects Log4j versions up to 1.2 up to 1.2.17.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",log4j-1.2.17.jar,/src/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar,Apache Log4j 1.2,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",04a41f0a068986f0f73485cf507c0f40,5af35056b4d257e4b64b9e8069c0746e8b08629f,pkg:maven/log4j/log4j@1.2.17,cpe:2.3:a:apache:log4j:1.2.17:*:*:*:*:*:*:*,CVE-2020-9488,CWE-295 Improper Certificate Validation,Improper validation of certificate with host mismatch in Apache Log4j SMTP appender. This could allow an SMTPS connection to be intercepted by a man-in-the-middle attack which could leak any log messages sent through that appender.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",maven-core-2.0.6.jar,/src/.m2/repository/org/apache/maven/maven-core/2.0.6/maven-core-2.0.6.jar,"","",274e632a842ad71d6432476744d7904a,33b78ed70029bfca9fadee5c8e7c9b27b9a39443,pkg:maven/org.apache.maven/maven-core@2.0.6,cpe:2.3:a:apache:maven:2.0.6:*:*:*:*:*:*:*,CVE-2021-26291,CWE-346 Origin Validation Error,"Apache Maven will follow repositories that are defined in a dependency’s Project Object Model (pom) which may be surprising to some users, resulting in potential risk if a malicious actor takes over that repository or is able to insert themselves into a position to pretend to be that repository. Maven is changing the default behavior in 3.8.1+ to no longer follow http (non-SSL) repository references by default. More details available in the referenced urls. If you are currently using a repository manager to govern the repositories used by your builds, you are unaffected by the risks present in the legacy behavior, and are unaffected by this vulnerability and change to default behavior. See this link for more information about repository management: https://maven.apache.org/repository-management.html",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,19
